series,mmsi,source,sourceid,datetime,callsign,class,flag,imo,name
2413,311301000,MarineTraffic.com,311301000,2014-07-24,C6FS9,General cargo,Bahamas,8010934,STADACONA
2412,311294000,MarineTraffic.com,311294000,2014-07-24,C6FS3,Reefer,Bahamas,9046538,DOLE AFRICA
2411,311293000,MarineTraffic.com,311293000,2014-07-24,C6S2068,Bulk carrier,Bahamas,9257058,AFRICAN FALCON
2410,311289000,MarineTraffic.com,311289000,2014-07-24,C6WH8,Reefer,Bahamas,8912132,GREEN HONDURAS
2409,311265000,MarineTraffic.com,311265000,2014-07-24,C6SA4,Crude oil tanker,Bahamas,9220952,HARAD
2407,311255000,MarineTraffic.com,311255000,2014-07-24,C6WF7,Tug,Bahamas,9356268,CAPITOL T2005
2406,311249000,MarineTraffic.com,311249000,2014-07-24,C6S2065,Bulk carrier,Bahamas,9257046,AFRICAN EAGLE
2405,311223000,MarineTraffic.com,311223000,2014-07-24,C6VW2,Crude oil tanker,Bahamas,9183582,VEGA
2404,311213000,MarineTraffic.com,311213000,2014-07-24,C6RW4,Passengers ship,Bahamas,9219331,THE WORLD
2403,311208000,MarineTraffic.com,311208000,2014-07-24,C6RV8,Bulk carrier,Bahamas,9225055,OCEANIS
2401,311166000,MarineTraffic.com,311166000,2014-07-24,C6RS5,Passengers ship,Bahamas,7108930,BLACK WATCH
2400,311126000,MarineTraffic.com,311126000,2014-07-24,C6R06,Reefer,Bahamas,9019121,DURBAN STAR
2399,311118000,MarineTraffic.com,311118000,2014-07-24,C6WL5,Lng tanker,Bahamas,9001784,ARCTIC SPIRIT
2398,311105000,MarineTraffic.com,311105000,2014-07-24,C6RM8,Pipelay crane vessel,Bahamas,9215359,DEEP BLUE
2397,311091000,MarineTraffic.com,311091000,2014-07-24,C6RL4,Reefer,Bahamas,9213777,SANTA CATHARINA
2396,311079000,MarineTraffic.com,311079000,2014-07-24,C6FQ9,Self discharging bulk carrier,Bahamas,7708857,CSL TRAILBLAZER
2394,311076000,MarineTraffic.com,311076000,2014-07-24,C6FQ6,Lpg tanker,Bahamas,9232503,BW VISION
2393,311075400,MarineTraffic.com,311075400,2014-07-24,C6AC3,Bulk carrier,Bahamas,9577898,NORD MELBOURNE
2392,311075300,MarineTraffic.com,311075300,2014-07-24,C6AC2,Bulk carrier,Bahamas,9577886,NORD SYDNEY
2390,311073400,MarineTraffic.com,311073400,2014-07-24,C6ZZ9,Bulk carrier,Bahamas,9255593,ANNA
2389,311073200,MarineTraffic.com,311073200,2014-07-24,C6ZZ7,Offshore supply ship,Bahamas,9398292,OLYMPIC CHALLENGER
2388,311072000,MarineTraffic.com,311072000,2014-07-24,C6VE8,Oil products tanker,Bahamas,9312858,GALWAY SPIRIT
2387,311070400,MarineTraffic.com,311070400,2014-07-24,C6ZW9,Bulk carrier,Bahamas,9612143,AFRICAN OSPREY
2386,311069200,MarineTraffic.com,311069200,2014-07-24,C6ZF3,Crude oil tanker,Bahamas,9575541,SONANGOL RANGEL
2385,311068200,MarineTraffic.com,311068200,2014-07-24,C6ZW6,Offshore supply ship,Bahamas,8912338,SKANDI FALCON
2384,311067800,MarineTraffic.com,311067800,2014-07-24,C6ZV9,Shuttle tanker,Bahamas,9183271,ATAULFO ALVES
2383,309955000,MarineTraffic.com,309955000,2014-07-24,C6WE7,Vehicles carrier,Bahamas,9318503,ISTRA ACE
2382,309927000,MarineTraffic.com,309927000,2014-07-24,C6PA6,General cargo,Bahamas,9151814,PENGUIN ARROW
2381,309918000,MarineTraffic.com,309918000,2014-07-24,C6VX7,Crude oil tanker,Bahamas,9336098,LAYLA
2380,367083560,MarineTraffic.com,367083560,2014-07-24,WDC8221,Unspecified,USA,,MISS LEONA
2379,367083280,MarineTraffic.com,367083280,2014-07-24,HO2485,Other,USA,8787551,OILFISH
2378,367083270,MarineTraffic.com,367083270,2014-07-24,WDC8202,Other,USA,,TIGER SHARK
2377,367082710,MarineTraffic.com,367082710,2014-07-24,WDC8168,Unspecified,USA,,TIOGA
2376,367082010,MarineTraffic.com,367082010,2014-07-24,WDC8124,Unspecified,USA,,MISTY DAWN
2375,367081420,MarineTraffic.com,367081420,2014-07-24,WDC8084,Fishing,USA,,TUXEDNI
2374,367080670,MarineTraffic.com,367080670,2014-07-24,WDC8036,Tug,USA,,HERCULES
2373,367080250,MarineTraffic.com,367080250,2014-07-24,WTW9261,Tug,USA,7209435,MARY CATHERINE
2372,367079950,MarineTraffic.com,367079950,2014-07-24,WCV6828,Fishing,USA,,LEGACY
2371,367078130,MarineTraffic.com,367078130,2014-07-24,WDC7865,Fishing,USA,,SEA STORM
2370,367078070,MarineTraffic.com,367078070,2014-07-24,WDC7862,Crew boat,USA,9379193,FAST VINICIUS
2369,367075520,MarineTraffic.com,367075520,2014-07-24,WDC7706,Cargo,USA,,MISS MEGAN
2368,367074890,MarineTraffic.com,367074890,2014-07-24,WBB8832,Other,USA,,GEODETIC SURVEYOR
2367,367074850,MarineTraffic.com,367074850,2014-07-24,WBB8821,Cargo,USA,,SEIS SURVEYOR
2366,367073540,MarineTraffic.com,367073540,2014-07-24,WDC7577,Pleasure Craft,USA,,OCEARCH
2365,367073370,MarineTraffic.com,367073370,2014-07-24,WDC7564,Tug,USA,7902025,JOAN TURECAMO
2364,367070510,MarineTraffic.com,367070510,2014-07-24,WDC7379,Fishing vessel,USA,8036586,BLUEFIN
2363,367070410,MarineTraffic.com,367070410,2014-07-24,WDC7372,Tug,USA,,LUTHER
2362,367069240,MarineTraffic.com,367069240,2014-07-24,WDC7294,Tug,USA,7417379,C.F.CAMPBELL
2361,367068230,MarineTraffic.com,367068230,2014-07-24,WDC7227,Unspecified,USA,,BERING.LEADER
2360,367067370,MarineTraffic.com,367067370,2014-07-24,WDC7173,Offshore supply ship,USA,9347334,CHRISTIAN CHOUEST
2359,367067110,MarineTraffic.com,367067110,2014-07-24,WRTF,Crude oil tanker,USA,9250660,POLAR ENTERPRISE
2358,367064000,MarineTraffic.com,367064000,2014-07-24,WDD6948,Fishing,USA,,ALASKA KNIGHT
2357,36706320,MarineTraffic.com,36706320,2014-07-24,WTB7211,Fishing,,,JAMIE D
2356,367061930,MarineTraffic.com,367061930,2014-07-24,WCX2888,Fishing,USA,,TEBENKOF
2355,367061720,MarineTraffic.com,367061720,2014-07-24,WDC6817,Reserved,USA,,NORSEMAN
2354,367060190,MarineTraffic.com,367060190,2014-07-24,WDC6711,Tug,USA,,PIILANI
2353,367059880,MarineTraffic.com,367059880,2014-07-24,WDC6698,Research/survey vessel,USA,9010137,MARCUS G.LANGSETH
2352,367058903,MarineTraffic.com,367058903,2014-07-24,WDC6641,Research/survey vessel,USA,7942685,PACIFIC STORM
2351,367058210,MarineTraffic.com,367058210,2014-07-24,WDC6588,Tug,USA,6728018,ISLAND SCOUT
2350,367056982,MarineTraffic.com,367056982,2014-07-24,WCU5446,Tug,USA,,HOKU LOA
2349,367056962,MarineTraffic.com,367056962,2014-07-24,WDC6481,Cargo,USA,,ARCTIC WOLF
2348,367056452,MarineTraffic.com,367056452,2014-07-24,WDC6442,Fishing,USA,,NORDIC STAR
2347,367056000,MarineTraffic.com,367056000,2014-07-24,WSX6087,Unspecified,USA,,ARCTIC SEA
2345,367055690,MarineTraffic.com,367055690,2014-07-24,WDC6392,Tug,USA,8842296,AMERICAN EMERALD
2344,367055260,MarineTraffic.com,367055260,2014-07-24,WTW9260,Tug,USA,7128679,HENRY SR.
2343,367053090,MarineTraffic.com,367053090,2014-07-24,WDD3650,Offshore supply ship,USA,9285330,ESPLANADE
2342,367050980,MarineTraffic.com,367050980,2014-07-24,WDC6082,Unspecified,USA,,WIZARD
2341,367050870,MarineTraffic.com,367050870,2014-07-24,WBO8543,Unspecified,USA,,NORTHWIND
2340,367050490,MarineTraffic.com,367050490,2014-07-24,WYM7153,Passenger,USA,,ROYAL POLARIS
2339,367048390,MarineTraffic.com,367048390,2014-07-24,WBG6300,Fishing,USA,,KARLUK
2338,367048070,MarineTraffic.com,367048070,2014-07-24,WDC5892,Unspecified,USA,,STAR FISH
2337,367048010,MarineTraffic.com,367048010,2014-07-24,WAP9892,Offshore supply ship,USA,7644245,CHAMPION
2335,367046940,MarineTraffic.com,367046940,2014-07-24,WCZ9000,Unspecified,USA,,GLADIATOR
2334,367045260,MarineTraffic.com,367045260,2014-07-24,WDC5790,Reserved,USA,,TEMPO SEA
2333,367044890,MarineTraffic.com,367044890,2014-07-24,WAC5681,Fishing,USA,,ANGIE
2332,367041640,MarineTraffic.com,367041640,2014-07-24,WDF3587,Unspecified,USA,,LADY HELEN
2331,367041530,MarineTraffic.com,367041530,2014-07-24,WFB7849,Unspecified,USA,,HAIDA CHIEF
2330,367040590,MarineTraffic.com,367040590,2014-07-24,WDC5409,Tug,USA,,CREOLE DIAMOND
2329,367040000,MarineTraffic.com,367040000,2014-07-24,WAAD,Container ship,USA,8212714,LTC JOHN U.D.PAGE
2328,367039940,MarineTraffic.com,367039940,2014-07-24,WDC5361,Unspecified,USA,,NOTORIOUS
2327,367038990,MarineTraffic.com,367038990,2014-07-24,WDC5301,Fishing,USA,,OCEANIC
2326,367038430,MarineTraffic.com,367038430,2014-07-24,WDC5268,Fishing,USA,,WINDWARD
2325,367038390,MarineTraffic.com,367038390,2014-07-24,WDC5265,Other,USA,,RAVEN
2324,367037960,MarineTraffic.com,367037960,2014-07-24,WDC5237,Fishing vessel,USA,8852382,SOUND PACER
2323,367037240,MarineTraffic.com,367037240,2014-07-24,WTK5059,Fishing,USA,,IRON LADY
2322,367036190,MarineTraffic.com,367036190,2014-07-24,WDC5128,High Speed Craft,USA,,MARTHAS VINEYARD EX
2321,367035740,MarineTraffic.com,367035740,2014-07-24,WCY8996,Fishing,USA,,ROLFY
2320,367035230,MarineTraffic.com,367035230,2014-07-24,WDC5066,Tug,USA,,NORMAN O
2319,367035000,MarineTraffic.com,367035000,2014-07-24,WDC9092,Offshore supply ship,USA,9257357,KERI CANDIES
2318,367034960,MarineTraffic.com,367034960,2014-07-24,WCB4095,Tug,USA,,PONO
2317,367033950,MarineTraffic.com,367033950,2014-07-24,WDC4987,Fishing,USA,,ALEUTIAN LADY
2316,367033650,MarineTraffic.com,367033650,2014-07-24,WDC4967,Tug,USA,,NARRAGANSETT
2315,367033060,MarineTraffic.com,367033060,2014-07-24,WCR9441,Fishing,USA,,ALEUTIAN BALLAD
2314,367032060,MarineTraffic.com,367032060,2014-07-24,WDC4873,Fishing vessel,USA,8132720,ALSEA
2313,367030930,MarineTraffic.com,367030930,2014-07-24,WX8482,Other,USA,,WHALE
2312,367030568,MarineTraffic.com,367030568,2014-07-24,WCW8353,Fishing,USA,,LADY KATE
2311,367030120,MarineTraffic.com,367030120,2014-07-24,WBS4306,Fishing,USA,,CHAMPION
2310,367029760,MarineTraffic.com,367029760,2014-07-24,WDC8028,Tug,USA,,SKAGIT
2309,367028930,MarineTraffic.com,367028930,2014-07-24,WCX7150,Tug,USA,,BIG EDDIE
2308,367028490,MarineTraffic.com,367028490,2014-07-24,WDC4675,Fishing,USA,,MADISON.HUNTER
2307,367028430,MarineTraffic.com,367028430,2014-07-24,WAK7961,Fishing,USA,,ALASKA EAGLE
2306,367027570,MarineTraffic.com,367027570,2014-07-24,WCY2791,Tug,USA,7129817,CHINOOK
2305,367026970,MarineTraffic.com,367026970,2014-07-24,WDA2025,Trawler,USA,8016445,NORTHERN PATRIOT
2304,367026930,MarineTraffic.com,367026930,2014-07-24,WDC4584,Fishing,USA,,DOROTHEA
2303,367026080,MarineTraffic.com,367026080,2014-07-24,WTG6734,Navigation Aid,USA,,GRACE C
2302,367024080,MarineTraffic.com,367024080,2014-07-24,WDC4401,Fishing,USA,,POLAR LADY
2301,367024000,MarineTraffic.com,367024000,2014-07-24,WDD8097,Offshore supply ship,USA,9382267,FIRST & TEN
2300,367023690,MarineTraffic.com,367023690,2014-07-24,WDC4371,Passengers ship,USA,9283124,AMERICAN SPIRIT
2299,367023460,MarineTraffic.com,367023460,2014-07-24,WCX2762,Fishing vessel,USA,7632149,KUPREANOF
2298,367020870,MarineTraffic.com,367020870,2014-07-24,WCZ3282,High Speed Craft,USA,,KLONDIKE EXPRESS
2297,367020820,MarineTraffic.com,367020820,2014-07-24,WBE2612,Tug,USA,7434016,AMERICAN CHAMPION
2296,367019820,MarineTraffic.com,367019820,2014-07-24,WDC4146,Fishing vessel,USA,7742841,ROBERTA M
2295,367019330,MarineTraffic.com,367019330,2014-07-24,WBF3285,Fishing vessel,USA,7307689,PACIFIC QUEEN
2294,367019320,MarineTraffic.com,367019320,2014-07-24,WDC4116,Fishing vessel,USA,7203003,LOGGER
2293,367019310,MarineTraffic.com,367019310,2014-07-24,WDC4115,Other,USA,,QUIN DELTA
2292,367018680,MarineTraffic.com,367018680,2014-07-24,WUW9900,Fishing,USA,,NEW STJOSEPH
2291,367018620,MarineTraffic.com,367018620,2014-07-24,WDC4069,Reserved,USA,,SEABROOKE
2290,367017460,MarineTraffic.com,367017460,2014-07-24,WCY8320,Tug,USA,,ELSBETH III
2289,367017050,MarineTraffic.com,367017050,2014-07-24,WDC3957,Tug,USA,,PATRICK HUNT
2288,367016340,MarineTraffic.com,367016340,2014-07-24,WDC3923,Fishing,USA,,YANKEE CLIPPER
2287,367015060,MarineTraffic.com,367015060,2014-07-24,WCU5445,Tug,USA,,HOKU KEA
2286,367015050,MarineTraffic.com,367015050,2014-07-24,WBE5869,Unspecified,USA,,SEA HAWK
2285,367015000,MarineTraffic.com,367015000,2014-07-24,WDDU,Container ship,USA,8212673,SSG EDWARD A.CARTER JR.
2284,367014560,MarineTraffic.com,367014560,2014-07-24,WDC3811,Fishing vessel,USA,7051450,BALAENA
2283,367014530,MarineTraffic.com,367014530,2014-07-24,WAK2114,Pilot Vessel,USA,,COLUMBIA
2282,367014080,MarineTraffic.com,367014080,2014-07-24,WDF2995,Tug,USA,,FISH HAWK
2281,367012110,MarineTraffic.com,367012110,2014-07-24,WCD4403,Tug,USA,5064673,MARAUDER
2280,367011440,MarineTraffic.com,367011440,2014-07-24,WAI5478,Fishing,USA,,NORTHERN MARINER
2279,367011410,MarineTraffic.com,367011410,2014-07-24,WAJ6882,Unspecified,USA,,KUSTATAN
2278,367008820,MarineTraffic.com,367008820,2014-07-24,WCZ5243,Tug,USA,7641384,POWHATAN
2277,367008810,MarineTraffic.com,367008810,2014-07-24,WTT8587,Tug,USA,1295200,CAPT LES EASOM
2275,367008760,MarineTraffic.com,367008760,2014-07-24,WCT5737,Tug,USA,7409578,NAVAJO
2274,367008740,MarineTraffic.com,367008740,2014-07-24,WTW9252,Tug,USA,7031163,MIKI HANA
2273,367008590,MarineTraffic.com,367008590,2014-07-24,WAW4840,Unspecified,USA,,FARRAR SEA
2272,367008090,MarineTraffic.com,367008090,2014-07-24,WZH4694,Pilot ship,USA,7437068,NEW YORK
2271,367008020,MarineTraffic.com,367008020,2014-07-24,WDC3449,Tug,USA,7035315,ARTHUR BRUSCO
2270,367007920,MarineTraffic.com,367007920,2014-07-24,WUT4384,Tug,USA,7398573,SALISHAN
2269,367007880,MarineTraffic.com,367007880,2014-07-24,WTW9258,Tug,USA,7402726,JOSEPH SAUSE
2268,367007870,MarineTraffic.com,367007870,2014-07-24,WTW9259,Tug,USA,7530078,HENRY SAUSE
2267,367006640,MarineTraffic.com,367006640,2014-07-24,WCZ9470,Pusher tug,USA,8115825,CAPT.FRED BOUCHARD
2266,367006620,MarineTraffic.com,367006620,2014-07-24,WY9441,Tug,USA,,EVENING TIDE
2265,367003380,MarineTraffic.com,367003380,2014-07-24,WDC3786,Vehicles carrier,USA,9233167,JEAN ANNE
2264,367002510,MarineTraffic.com,367002510,2014-07-24,WDC3090,Fishing,USA,,PILLAR BAY
2263,367002210,MarineTraffic.com,367002210,2014-07-24,WDC3067,Tug,USA,7101827,RACHELE BRUSCO
2262,367002190,MarineTraffic.com,367002190,2014-07-24,WDC3066,Tug,USA,7200867,JACK BRUSCO
2261,367001830,MarineTraffic.com,367001830,2014-07-24,WDC3034,Tug,USA,,TERRI L.BRUSCO
2260,367001790,MarineTraffic.com,367001790,2014-07-24,WDC3031,Tug,USA,8841826,RICHARD BRUSCO
2259,367001680,MarineTraffic.com,367001680,2014-07-24,WB 4266,Tug,USA,,VULCAN
2258,367001670,MarineTraffic.com,367001670,2014-07-24,WYP9949,Tug,USA,,SAMISH
2257,367001230,MarineTraffic.com,367001230,2014-07-24,WCZ7886,Dive Vessel,USA,,SAND ISLAND
2256,367000620,MarineTraffic.com,367000620,2014-07-24,WCX9055,Fishing vessel,USA,7743467,WESTWARD WIND
2255,366999983,MarineTraffic.com,366999983,2014-07-24,NNTB,Military Ops,USA,,CG THUNDER BAY
2254,366999649,MarineTraffic.com,366999649,2014-07-24,NBDE,SAR,USA,,CG AHI
2253,366999010,MarineTraffic.com,366999010,2014-07-24,WDF4743,Tug,USA,8967046,ISLAND VOYAGER
2252,366998990,MarineTraffic.com,366998990,2014-07-24,WDC2882,Tug,USA,7618210,TIMOR SEA
2251,366998410,MarineTraffic.com,366998410,2014-07-24,WCZ2977,Tug,USA,9204403,SIGNET ENTERPRISE
2250,366998350,MarineTraffic.com,366998350,2014-07-24,WDC2835,Fishing,USA,,LORELEI 11
2249,366998090,MarineTraffic.com,366998090,2014-07-24,WDC2819,Tug,USA,5229704,MAUNA LOA
2248,366997520,MarineTraffic.com,366997520,2014-07-24,WDC2769,General cargo,USA,9148520,TRANSATLANTIC
2247,366994450,MarineTraffic.com,366994450,2014-07-24,WNBE,Passengers ship,USA,9209221,PRIDE OF AMERICA
2246,366993810,MarineTraffic.com,366993810,2014-07-24,WY3770,Tug,USA,,WASP
2245,366993790,MarineTraffic.com,366993790,2014-07-24,WAR4210,Trawler,USA,8704822,KATHLEEN K
2244,366993160,MarineTraffic.com,366993160,2014-07-24,WDA2760,Tug,USA,,GLEN COVE
2243,366993150,MarineTraffic.com,366993150,2014-07-24,WQZ6520,Fishing,USA,,SAGA
2242,366991520,MarineTraffic.com,366991520,2014-07-24,WCY8048,Fishing,USA,,AMERICAN PATRIOT
2241,366989380,MarineTraffic.com,366989380,2014-07-24,WDC2198,Passengers ship,USA,9144665,MARE ISLAND
2240,366989360,MarineTraffic.com,366989360,2014-07-24,WCX2709,Passenger,USA,,INTINTOLI
2239,366988820,MarineTraffic.com,366988820,2014-07-24,WDC2162,Trawler,USA,7932381,ALEUTIAN NO.1
2238,366988270,MarineTraffic.com,366988270,2014-07-24,WDD3644,Offshore supply ship,USA,9285287,BIENVILLE
2237,366987710,MarineTraffic.com,366987710,2014-07-24,WCZ6534,Fish factory,USA,7208431,NORTHERN VICTOR
2236,366987660,MarineTraffic.com,366987660,2014-07-24,WTR8187,Offshore supply ship,USA,7200594,IMPALA
2235,366987080,MarineTraffic.com,366987080,2014-07-24,WDC2055,Unspecified,USA,,LITEWEIGHT
2234,366986010,MarineTraffic.com,366986010,2014-07-24,WDB9982,Fishing,USA,,OCEAN HUNTER
2233,366983840,MarineTraffic.com,366983840,2014-07-24,WTD4576,Tug,USA,,LOIS H
2232,366982310,MarineTraffic.com,366982310,2014-07-24,WDB9761,Tug,USA,8219023,PACIFIC ESCORT
2231,366981750,MarineTraffic.com,366981750,2014-07-24,WCP4174,Cargo,USA,,ARCTIC SEAL
2230,366980490,MarineTraffic.com,366980490,2014-07-24,WCP2648,Fishing,USA,,SEA WARRIOR
2229,366980250,MarineTraffic.com,366980250,2014-07-24,WCP9410,Tug,USA,,BRIAN S
2228,366980230,MarineTraffic.com,366980230,2014-07-24,WBP2597,Tug,USA,7316460,LELA JOY
2227,366980180,MarineTraffic.com,366980180,2014-07-24,WDB9647,Tug,USA,,OCEAN TITAN
2226,366980170,MarineTraffic.com,366980170,2014-07-24,WCO7745,Tug,USA,,PACIFIC
2225,366979370,MarineTraffic.com,366979370,2014-07-24,WYQ8798,Tug,USA,7932355,EDITH FOSS
2224,366979040,MarineTraffic.com,366979040,2014-07-24,WU5171,Tug,USA,,BRENDA H
2223,366978720,MarineTraffic.com,366978720,2014-07-24,WCZ8082,Tug,USA,,MILLENIUM FALCON
2222,366978690,MarineTraffic.com,366978690,2014-07-24,WBP2187,Tug,USA,,EAGLE
2221,366978630,MarineTraffic.com,366978630,2014-07-24,WDB9567,Tug,USA,7113882,AMERICAN PATRIOT
2220,366978110,MarineTraffic.com,366978110,2014-07-24,WDB9541,Fishing,USA,,PACIFIC FURY
2219,366978060,MarineTraffic.com,366978060,2014-07-24,WDB9538,Unspecified,USA,,NORDIC FURY
2218,366976860,MarineTraffic.com,366976860,2014-07-24,WRB5166,Tug,USA,8127543,ANDREW FOSS
2217,366975190,MarineTraffic.com,366975190,2014-07-24,WDB9416,Tug,USA,,ROSARIO
2216,366972850,MarineTraffic.com,366972850,2014-07-24,WC5223,Tug,USA,,SWINOMISH
2215,366972620,MarineTraffic.com,366972620,2014-07-24,WDB9257,Reserved,USA,,MIKIOI
2214,366972000,MarineTraffic.com,366972000,2014-07-24,AENO,Trailing suction hopper dredge,USA,7923495,ESSAYONS
2213,366971980,MarineTraffic.com,366971980,2014-07-24,WDA2184,Tug,USA,1099591,MILLENNIUMSTAR
2212,366971260,MarineTraffic.com,366971260,2014-07-24,WBM7124,Fishing vessel,USA,7939523,CAPE CALM
2211,366971220,MarineTraffic.com,366971220,2014-07-24,WBM7123,Fishing,USA,,WIDE BAY
2210,366971000,MarineTraffic.com,366971000,2014-07-24,AEPD,Trailing suction hopper dredge,USA,7923445,YAQUINA
2209,366969620,MarineTraffic.com,366969620,2014-07-24,WCW4903,Fishing,USA,,BLUEFOX
2208,366969000,MarineTraffic.com,366969000,2014-07-24,NERW,Buoy-laying vessel,USA,9177260,ANTHONY PETIT
2207,366962000,MarineTraffic.com,366962000,2014-07-24,WDD7294,Oil products tanker,USA,9131369,MISSISSIPPI VOYAGER
2206,366961020,MarineTraffic.com,366961020,2014-07-24,WDB8572,Other,USA,,KELLY MAE
2205,366954000,MarineTraffic.com,366954000,2014-07-24,ADNC,Unspecified,USA,,USAV MONTERREY
2204,366951660,MarineTraffic.com,366951660,2014-07-24,WYR9477,Tug,USA,,GLADYS M
2203,366951180,MarineTraffic.com,366951180,2014-07-24,TESTY,Unspecified,USA,,FUSA TEST
2202,366950140,MarineTraffic.com,366950140,2014-07-24,WDB7938,Fishing vessel,USA,7308774,SHELLFISH
2201,366949340,MarineTraffic.com,366949340,2014-07-24,WDB7888,Tug,USA,9317664,AVIK
2200,366948190,MarineTraffic.com,366948190,2014-07-24,WDB7815,Crude oil tanker,USA,9244659,ALASKAN FRONTIER
2199,366947620,MarineTraffic.com,366947620,2014-07-24,WYE6753,Passenger,USA,,LULU BELLE
2198,366947000,MarineTraffic.com,366947000,2014-07-24,WRC6707,Trawler,USA,8225101,NORTHERN GLACIER
2197,366946880,MarineTraffic.com,366946880,2014-07-24,WAJ2544,Tug,USA,8207733,WASHINGTON
2196,366946000,MarineTraffic.com,366946000,2014-07-24,WRYH,Fishing,USA,,PACIFIC GLACIER
2195,366942020,MarineTraffic.com,366942020,2014-07-24,WX9885,Tug,USA,,ALISON H
2194,366941780,MarineTraffic.com,366941780,2014-07-24,WDB7392,Fishing,USA,,PROVIDER
2193,366941020,MarineTraffic.com,366941020,2014-07-24,WRS2924,Tug,USA,8121812,MARION MORAN
2192,366940480,MarineTraffic.com,366940480,2014-07-24,WDB7319,Fishing,USA,,EARLY DAWN
2191,366940160,MarineTraffic.com,366940160,2014-07-24,WUR9793,Other,USA,,PILOT BOAT NORTHBEND
2190,366940150,MarineTraffic.com,366940150,2014-07-24,WY6046,Tug,USA,,PILOTBOAT COOS BAY
2189,366939140,MarineTraffic.com,366939140,2014-07-24,WY_2931,Dredger,USA,,CAROLYN
2188,366938510,MarineTraffic.com,366938510,2014-07-24,WDB7218,Tug,USA,7644271,KLIHYAM
2187,366936280,MarineTraffic.com,366936280,2014-07-24,WDB7094,Fishing,USA,,HICKORY WIND
2186,366934310,MarineTraffic.com,366934310,2014-07-24,WYL5445,Tug,USA,7626190,SIDNEY FOSS
2185,366934290,MarineTraffic.com,366934290,2014-07-24,WYL4908,Tug,USA,7502576,SANDRA FOSS
2184,366933870,MarineTraffic.com,366933870,2014-07-24,WDB6962,Tug,USA,7512040,MR.FRANKIE P
2183,366932980,MarineTraffic.com,366932980,2014-07-24,WYL5718,Tug,USA,7626217,DREW FOSS
2182,366932970,MarineTraffic.com,366932970,2014-07-24,WYL4909,Tug,USA,7502564,STACEY FOSS
2181,366932130,MarineTraffic.com,366932130,2014-07-24,WYL4318,Tug,USA,7511993,BARBARA FOSS
2180,366929780,MarineTraffic.com,366929780,2014-07-24,WBD6740,Fishing,USA,,ROSELLA
2179,366929710,MarineTraffic.com,366929710,2014-07-24,WM4599,Ro-ro/passenger ship,USA,5076949,COHO
2178,366927570,MarineTraffic.com,366927570,2014-07-24,WDB6620,Unspecified,USA,,ISLAND    SPIRIT
2177,366927000,MarineTraffic.com,366927000,2014-07-24,WDE2397,Unspecified,USA,,CAPE BRETON
2176,366926730,MarineTraffic.com,366926730,2014-07-24,WCD9794,Tug,USA,,LUCY FRANCO
2175,366926550,MarineTraffic.com,366926550,2014-07-24,WAK4521,Fishing vessel,USA,7201134,EIGIL B
2174,366924840,MarineTraffic.com,366924840,2014-07-24,WDB6470,Offshore supply ship,USA,9257369,MARY FRANCES CANDIES
2173,366922000,MarineTraffic.com,366922000,2014-07-24,WDF3736,Offshore supply ship,USA,9415715,BARTHEL TIDE
2171,366919560,MarineTraffic.com,366919560,2014-07-24,WDB6180,Passenger,USA,,LITUYA
2170,366918910,MarineTraffic.com,366918910,2014-07-24,WRN5495,Other,USA,,CLIFFORD A BARNES
2169,366917530,MarineTraffic.com,366917530,2014-07-24,WCE6015,Ro-ro/passenger ship,USA,8108030,SANKATY
2168,366916740,MarineTraffic.com,366916740,2014-07-24,WDB6038,Fishing,USA,,ARCTIC WIND
2167,366916010,MarineTraffic.com,366916010,2014-07-24,WCF3930,Tug,USA,7114068,HALLE FOSS
2166,366910890,MarineTraffic.com,366910890,2014-07-24,WDB5553,Tug,USA,7716969,ADRIATIC SEA
2165,366909530,MarineTraffic.com,366909530,2014-07-24,WDB5428,Tug,USA,6807216,RODERICK MCALLISTER
2164,366909240,MarineTraffic.com,366909240,2014-07-24,WDB5401,Unspecified,USA,,CONSTELLATION
2163,366908460,MarineTraffic.com,366908460,2014-07-24,WDB5332,Other,USA,,CRAIG G
2162,366908000,MarineTraffic.com,366908000,2014-07-24,WCY2841,Offshore supply ship,USA,9203825,C EMPRESS
2161,366907180,MarineTraffic.com,366907180,2014-07-24,WDB5216,Other,USA,,BELLA K
2159,366906730,MarineTraffic.com,366906730,2014-07-24,WDB5173,Unspecified,USA,,WESTERN.MARINER
2158,366905750,MarineTraffic.com,366905750,2014-07-24,WDB5089,Offshore supply ship,USA,9271004,HOS GREYSTONE
2157,566064000,MarineTraffic.com,566064000,2014-07-24,9V9097,Bulk carrier,Singapore,9460655,TRUST AGILITY
2156,566063000,MarineTraffic.com,566063000,2014-07-24,9V9039,Bulk carrier,Singapore,9157686,ORE BAYOVAR
2155,566061000,MarineTraffic.com,566061000,2014-07-24,9V8777,Crude oil tanker,Singapore,9482627,PHOENIX ADVANCE
2154,566060000,MarineTraffic.com,566060000,2014-07-24,9V9397,Reefer,Singapore,9517927,STAR ENDEAVOUR I
2153,566059000,MarineTraffic.com,566059000,2014-07-24,9V9355,Reefer,Singapore,9438494,STAR QUALITY
2152,566058000,MarineTraffic.com,566058000,2014-07-24,9V9359,Reefer,Singapore,9330056,STAR FIRST
2150,566056000,MarineTraffic.com,566056000,2014-07-24,9V9408,Container ship,Singapore,9525326,MAERSK CAMEROUN
